,name,5k,10k,20k,half,25k,30k,35k,40k,official,pace,rank_overall,rank_in_gender_only,rank_in_division,age,gender,country,state,city,bib,cluster
18182,"Cleeve, Annabelle I.",25.72,52.0,106.87,112.87,135.47,166.18,197.95,227.27,239.98,9.17,18081,6909,1241,44,F,CHN,others,Beijing,20835,5
18185,"Tracey-Rice, Kimberly A.",27.03,54.25,109.83,115.9,138.8,169.55,201.82,235.32,249.37,9.52,19922,7969,1417,42,F,CAN,ON,Tecumseh,20839,5
18187,"Raymond, Monique",26.1,52.93,105.9,111.65,132.37,159.25,186.87,213.95,225.88,8.62,14170,4677,240,51,F,CAN,QC,Montreal,20841,5
18195,"Lara, Tracy E.",27.27,54.37,109.63,115.77,137.9,166.82,197.0,225.72,238.65,9.12,17732,6717,1208,40,F,MEX,others,"Mexico, D.f.",20850,5
18198,"Schindeler, Susan L.",26.53,53.55,106.83,112.52,133.48,161.43,190.17,218.57,231.27,8.83,15657,5539,981,41,F,CAN,AB,Lethbridge,20855,5
18204,"Araujo, Madelena",27.75,58.37,127.62,135.45,165.78,206.18,246.7,285.12,302.07,11.53,27415,11979,1259,50,F,CAN,ON,Toronto,20862,5
18207,"Webb, Angelica",26.15,51.92,103.65,109.28,129.75,156.75,184.98,213.93,226.88,8.67,14423,4833,836,42,F,CAN,QC,Kirkland,20865,5
18208,"Giles-Hatfield, Karen L",27.65,55.57,112.03,118.1,140.48,169.93,201.1,231.73,245.12,9.35,19128,7529,646,51,F,CAN,SK,Marcelin,20866,5
18211,"Johannsen Sheehan, Susan",27.05,54.13,107.52,113.3,134.93,163.9,193.28,222.37,235.1,8.97,16751,6175,1106,41,F,FIN,others,Espoo,20871,5
18213,"Savard-Gagnon, Marie-Claude",24.73,49.08,98.75,104.2,124.08,151.55,179.83,209.53,223.3,8.52,13397,4230,723,41,F,CAN,QC,Baie-St-Paul,20873,5
18237,"Sibley, Karen E",26.95,55.12,119.75,126.2,160.48,197.08,234.42,269.2,284.02,10.83,25357,10931,1142,54,F,CAN,BC,Campbell River,20903,5
18273,"Newman, Sharon",25.67,51.35,103.17,108.77,129.43,157.37,188.07,219.52,233.57,8.92,16280,5891,1043,43,F,RSA,others,Midrand,20944,5
18290,"O'Dwyer, Rachel",25.7,51.45,104.65,110.37,132.32,160.83,191.22,221.55,234.63,8.95,16607,6087,1084,42,F,GBR,others,West Midlands,20968,5
18294,"Thibault, Caroline",26.98,54.03,113.0,119.62,142.82,176.92,209.78,246.27,258.87,9.88,21674,8954,1550,46,F,CAN,QC,Blainville,20974,5
18306,"Pettit, Janice C",25.63,51.63,103.87,109.47,130.17,157.68,189.1,221.88,236.62,9.03,17187,6426,1147,41,F,CAN,ON,St Catharines,20986,5
18316,"Jabs, Marlis",25.98,51.68,104.82,110.72,132.03,160.58,189.52,217.57,230.25,8.78,15368,5370,703,45,F,CAN,MB,East St. Paul,21005,5
18325,"Korbely, Janice L",27.5,55.18,111.1,117.2,139.17,168.22,197.8,227.62,240.05,9.17,18108,6929,1242,40,F,CAN,BC,Coquitlam,21015,5
18328,"Telang, Lisa V",27.27,54.98,115.8,122.42,151.23,189.82,227.02,262.63,277.43,10.58,24471,10446,1793,42,F,CAN,AB,Calgary,21018,5
18329,"Ajersch, Jennifer",26.98,53.75,108.07,114.08,135.85,166.73,200.87,234.7,249.45,9.52,19938,7983,1339,46,F,CAN,ON,Dunrobin,21019,5
18337,"Petrocco, Rita",25.73,50.95,101.3,106.7,126.15,151.63,177.58,203.48,214.88,8.2,10790,2820,239,48,F,CAN,ON,Nepean,21030,5
18345,"Oliveira, Lucia S.",25.88,52.03,106.47,112.53,134.9,165.83,196.58,226.2,239.2,9.13,17870,6788,543,51,F,BRA,others,Rio De Janeiro,21038,5
18347,"Wigfield, Ilana",24.8,50.15,101.25,106.85,126.82,153.05,179.6,205.32,216.88,8.28,11426,3148,289,47,F,GBR,others,Bath,21041,5
18364,"Therrien, Sandy L.",26.97,54.47,109.73,115.82,137.32,165.55,194.07,223.1,235.65,9.0,16892,6253,926,47,F,CAN,BC,North Vancouver,21060,5
18367,"Lawrance, Kelli-An G",27.05,54.52,109.2,115.18,136.83,166.15,196.18,226.72,240.55,9.18,18203,6989,574,52,F,CAN,ON,Burlington,21063,5
18372,"Hubner, Colette C.",25.6,50.25,99.37,104.73,124.25,149.78,175.43,201.3,212.52,8.12,10072,2445,338,41,F,CAN,AB,Calgary,21069,5
18374,"Saunders, Debbie G",25.72,51.8,103.93,109.63,130.08,158.03,187.0,214.05,226.53,8.65,14328,4775,60,55,F,CAN,ON,Burlington,21071,5
18396,"Keating, Leigh-Ellen",26.38,52.88,107.08,113.0,135.52,166.48,199.45,232.05,245.85,9.38,19275,7619,1376,40,F,CAN,ON,Thunder Bay,21095,5
18412,"Eyvindson, Sara E.",26.63,53.7,108.0,114.15,136.97,169.08,203.23,237.87,252.97,9.65,20601,8364,1423,46,F,SUI,others,Carona,21115,5
18420,"Fernandez, Carolina",26.78,52.83,104.98,110.57,131.07,157.98,185.3,211.25,222.67,8.5,13212,4130,699,43,F,CHI,others,Santiago,21124,5
18422,"Stella, Candice L.",24.25,48.65,98.83,104.5,127.73,158.02,187.53,218.05,231.42,8.83,15693,5561,755,46,F,HKG,others,Sai Kung,21126,5
18441,"Leblanc, Suzanne L.",26.13,51.88,104.37,110.13,131.53,160.93,191.35,220.73,233.25,8.9,16169,5828,393,50,F,CAN,BC,Terrace,21146,5
18458,"Redjouani, Yasmina",28.43,56.68,118.48,125.32,151.28,186.18,229.95,270.77,289.27,11.03,26032,11270,224,62,F,CAN,QC,Laval,21165,5
18467,"Dhumkhang, Sherab D",26.52,53.4,107.52,113.37,134.77,162.98,191.83,219.8,232.68,8.88,16031,5748,799,48,F,CAN,ON,Toronto,21174,5
18480,"Thompson, Jennifer A.",27.35,55.02,110.03,116.0,137.63,166.17,195.02,226.17,239.38,9.13,17931,6814,1065,46,F,CAN,ON,St. Thomas,21189,5
18501,"Dawdy, Sarah S",26.43,52.57,106.7,112.73,135.58,167.63,201.25,234.92,250.17,9.55,20075,8059,4245,38,F,CAN,ON,Strathroy,21212,5
18532,"Pike, Hazel",26.07,52.4,106.27,112.07,132.88,160.3,188.5,214.88,226.23,8.63,14251,4724,556,45,F,GBR,others,Mirfield,21251,5
18544,"Gonzalez Luna, Bertha",27.2,53.5,105.73,111.37,132.3,160.08,188.37,215.37,227.5,8.68,14609,4949,607,49,F,MEX,others,Mexico Df,21265,5
18549,"Zerari, Aicha",27.05,53.68,111.33,117.78,141.63,174.2,209.35,243.35,258.68,9.87,21643,8939,1548,46,F,FRA,others,Villepinte,21270,5
18570,"Evans, Amanda J.",26.32,52.88,107.48,113.42,135.48,165.35,197.82,231.13,246.92,9.43,19481,7727,1397,41,F,GBR,others,Hunsdon,21292,5
18579,"Barreira, Vanusa",26.75,53.62,108.37,114.52,137.5,169.23,201.93,234.95,250.87,9.58,20233,8157,1446,44,F,BRA,others,Natal/Rn,21301,5
18611,"Leboeuf, Cathy A.",27.03,54.27,109.83,115.92,138.8,169.55,201.83,235.32,249.37,9.52,19923,7970,713,50,F,CAN,ON,Woodslee,21336,5
18614,"Fuentes Pineiro, Cecilia V.",26.07,51.85,103.87,109.58,130.57,157.5,185.42,213.4,225.82,8.62,14153,4665,238,50,F,MEX,others,San Pedro Garza Garca,21339,5
18617,"Millett, Jacqueline A.",26.77,54.18,110.13,116.4,138.88,168.47,199.12,229.47,242.7,9.27,18636,7238,35,61,F,GBR,others,London,21342,5
18629,"Miceli, Heather",26.25,52.85,107.68,113.63,135.57,164.73,194.03,222.37,234.97,8.97,16708,6147,446,51,F,CAN,ON,Mississauga,21357,5
18635,"Burt, Audrey",28.82,56.92,117.95,124.73,153.13,187.58,224.98,266.37,282.45,10.78,25151,10817,1844,41,F,CAN,QC,Candiac,21364,5
18637,"Bourgeois Ross, Anne",23.88,48.62,101.18,107.03,128.18,156.6,184.82,211.95,223.73,8.53,13537,4316,45,56,F,CAN,QC,Sept-Iles,21366,5
18643,"Beaman, Alexis S",28.65,58.92,113.9,119.78,141.18,168.32,195.73,222.32,234.08,8.93,16433,5986,1061,41,F,CAN,AB,Calgary,21372,5
18644,"Azemoto, Keiko",26.23,52.15,103.88,109.45,129.48,155.82,182.07,208.15,220.35,8.42,12522,3739,156,50,F,JPN,others,Fukuoka,21373,5
18648,"Raworth, Sophie",26.77,54.18,110.13,116.4,138.88,168.48,199.12,229.47,242.7,9.27,18635,7237,1162,45,F,GBR,others,London,21378,5
18656,"Jewczyk, Liisa A",24.98,50.92,103.75,109.35,131.5,158.98,187.57,214.4,225.25,8.6,13988,4568,795,43,F,CAN,ON,Sharon,21386,5
18677,"Morin, Joanne",24.98,49.77,100.28,105.75,125.77,151.98,179.58,206.7,218.7,8.35,12004,3460,134,51,F,CAN,AB,Calgary,21409,5
18682,"Lima, Marta",24.72,49.53,100.35,105.87,126.22,153.53,182.07,209.4,221.9,8.47,12993,4002,674,42,F,BRA,others,Sao Paulo,21416,5
18685,"Maher, Brenda E.",25.57,51.0,104.48,110.17,131.35,158.42,187.45,215.03,227.28,8.68,14550,4914,62,58,F,CAN,ON,Vineland,21419,5
18688,"Boily, Anik",24.7,50.43,103.12,108.8,129.42,157.52,187.72,219.0,233.37,8.92,16200,5847,829,47,F,CAN,QC,La Baie,21422,5
18691,"Stevenson-Lee, Alison",26.98,54.42,108.93,114.83,136.87,166.3,195.17,223.45,236.4,9.02,17120,6392,486,52,F,CAN,ON,Toronto,21425,5
18699,"Fiddes, Kim",25.83,51.73,104.07,109.77,130.6,159.0,189.65,223.03,238.1,9.08,17580,6627,1014,45,F,CAN,AB,Sherwood Park,21434,5
18714,"Rotberg, Jesica",27.45,55.15,109.63,115.55,138.3,168.43,198.38,227.93,240.87,9.2,18266,7022,1122,45,F,MEX,others,Mexico,21453,5
18740,"Ford, Frances M.",24.68,49.25,99.23,104.62,124.22,150.33,176.75,203.85,217.68,8.32,11679,3280,124,51,F,CAN,ON,Omemee,21486,5
18742,"Mychajlyszyn, Shannon",31.72,60.27,120.07,126.47,151.27,185.77,223.32,257.72,274.52,10.48,24100,10244,1759,46,F,CAN,BC,Vancouver,21488,5
18747,"Wood, Jane M.",30.83,65.52,138.45,146.3,178.25,224.57,271.95,317.9,336.25,12.83,29888,13229,2155,48,F,CAN,ON,Hamilton,21493,5
18751,"Griffin, Mary Anne",25.85,51.27,103.15,108.72,129.27,156.95,185.42,213.85,226.52,8.65,14327,4774,255,51,F,CAN,NL,St. John's,21498,5
18754,"Obregon, Ninneth",23.27,45.72,93.47,98.57,117.18,142.3,168.77,195.02,206.1,7.87,8106,1568,45,53,F,GUA,others,Guatemala,21502,5
18760,"Thibaudeau, Danielle",26.27,52.68,106.02,111.92,133.43,162.45,192.3,222.78,235.62,9.0,16886,6249,924,45,F,CAN,QC,Brossard,21509,5
18767,"Cairney, Shirley",24.85,50.23,102.67,108.55,130.35,161.22,193.83,225.28,237.85,9.08,17514,6597,1010,48,F,GBR,others,St Austell,21517,5
18777,"Pettitt, Dianne",27.57,55.87,115.82,122.05,145.12,177.42,212.52,249.28,262.43,10.02,22253,9248,370,56,F,CAN,MB,Winnipeg,21529,5
18781,"Gagne, Carole",26.57,52.82,106.42,112.28,134.13,166.0,198.2,229.35,242.65,9.27,18626,7232,1161,47,F,CAN,ON,Kingston,21536,5
18788,"Avery, Nancy",25.7,51.88,108.65,114.9,138.82,171.23,203.95,236.17,250.73,9.57,20204,8133,739,52,F,CAN,QC,St-Lambert,21544,5
18791,"Richter, Anne-Katrin",25.8,51.68,104.15,109.97,131.3,159.88,189.5,223.43,237.35,9.07,17377,6521,994,47,F,CAN,QC,Montreal,21547,5
18814,"Ciampa, Mara",25.7,51.97,105.22,110.93,132.12,160.47,189.08,216.68,229.02,8.75,15034,5178,661,48,F,CAN,QC,Repentigny,21574,5
18817,"O'Grady, Kathryn J.",26.02,52.08,109.32,115.68,140.23,172.45,206.92,238.5,253.23,9.67,20642,8391,275,56,F,CAN,BC,Port Moody,21578,5
18820,"Macgregor, Bonnie",27.6,55.4,115.13,121.43,146.1,178.75,214.47,246.58,260.87,9.95,22006,9126,895,50,F,CAN,QC,Grenville-Sur-La-Rouge,21582,5
18825,"Ioka, Hiroe",27.08,54.42,109.72,115.75,137.63,166.45,195.05,221.9,233.65,8.92,16309,5903,91,57,F,JPN,others,Ehime-Ken,21588,5
18833,"Papou, Amber G",26.55,54.47,111.65,117.4,139.85,169.87,201.52,233.62,247.4,9.45,19559,7770,1291,45,F,CAN,BC,Vancouver,21596,5
18834,"Quinn, Claudine S",25.37,50.68,104.45,110.35,132.23,161.72,191.87,221.55,233.87,8.93,16369,5942,856,45,F,CAN,ON,Mississauga,21598,5
18843,"Li, Xinli",26.98,54.38,112.63,119.07,144.35,178.28,212.62,246.03,260.82,9.95,22002,9122,351,59,F,CHN,others,Beijing,21607,5
18847,"Van Ulzen, Manuela",25.9,52.7,108.53,114.62,139.08,170.38,205.25,241.87,257.57,9.83,21404,8811,1520,46,F,SUI,others,Zollikon,21613,5
18848,"Jun, Jin Hee",33.17,68.85,148.35,157.08,192.8,245.62,294.73,340.07,358.82,13.7,30913,13788,2223,49,F,KOR,others,Seoul,21614,5
18849,"Vaillancourt, Joanne",26.55,51.92,102.15,107.5,127.87,154.58,182.03,209.58,221.88,8.47,12985,3995,406,45,F,CAN,QC,Blainville,21615,5
18854,"Lacombe, Suzanne",26.73,54.12,113.92,120.23,154.9,195.47,228.9,263.03,279.25,10.67,24698,10566,504,58,F,CAN,QC,Gatineau,21620,5
18870,"Laporte, Sophie",26.55,52.98,109.6,115.88,139.15,171.2,204.53,236.52,251.12,9.58,20264,8177,1371,47,F,CAN,QC,Blainville,21639,5
18876,"Marquez, Ana",26.78,53.98,112.45,119.3,146.05,186.85,227.15,266.75,284.28,10.85,25388,10948,1850,46,F,MEX,others,Chihuahua,21647,5
18884,"Sasaki, Masako",27.3,55.32,117.65,124.65,150.5,185.83,218.45,253.6,267.88,10.23,23128,9726,986,54,F,JPN,others,Yokohama,21657,5
18890,"Kozak, Elvira",25.57,51.87,106.13,112.1,137.52,167.42,198.13,229.15,243.32,9.28,18764,7320,162,56,F,CAN,BC,West Vancouver,21663,5
18906,"Beck, Jennifer",26.97,53.72,106.77,112.63,134.52,163.45,193.25,222.72,235.73,9.0,16923,6276,933,45,F,CAN,BC,Vancouver,21680,5
18911,"Finlay, Kate",26.17,52.5,106.98,113.0,135.73,167.0,198.73,228.1,240.88,9.2,18272,7026,1125,45,F,CAN,AB,Calgary,21688,5
18914,"Miernicki, Tracy",25.75,51.38,102.58,108.07,128.35,155.17,182.75,209.67,221.97,8.47,13017,4015,409,45,F,CAN,ON,St Thomas,21691,5
18918,"Green, Annette",25.95,52.2,105.35,111.2,132.9,161.92,191.32,220.7,233.18,8.9,16147,5814,819,48,F,CAN,ON,Moose Factory,21697,5
18919,"Pollock, Carol L.",29.43,60.57,123.75,130.43,154.78,187.77,221.23,253.22,266.93,10.18,22962,9634,404,56,F,UAE,others,Dubai,21699,5
18928,"Ghio, Mariafelicita",25.72,51.9,106.17,111.97,136.02,167.72,201.37,234.3,248.02,9.47,19648,7826,1301,48,F,ITA,others,Chiavari (ge),21709,5
18941,"Marshall, Tracy D",26.2,54.72,114.87,120.78,143.58,175.43,207.8,239.8,253.93,9.7,20774,8456,1442,49,F,CAN,BC,Richmond,21724,5
18947,"Welsh, Lori J",26.82,53.88,108.48,114.5,136.73,167.03,201.13,234.18,249.87,9.53,20015,8031,1346,45,F,CAN,NS,Halifax,21730,5
18960,"Currell, Ann E",25.38,50.95,103.95,109.9,131.7,161.55,194.2,226.12,240.58,9.18,18214,6993,138,55,F,CAN,ON,Mississauga,21743,5
18962,"Hartley, Jennifer A.",26.9,53.82,108.75,114.77,139.53,169.48,200.35,231.23,244.87,9.35,19084,7507,1234,45,F,CAN,ON,Ottawa,21745,5
18971,"Barton, Leeanne",25.78,51.85,103.53,109.07,129.48,156.05,182.17,207.7,219.27,8.37,12198,3572,353,46,F,CAN,AB,Medicine Hat,21755,5
18982,"Hamelin, Sylvie",25.03,50.4,102.22,107.98,128.55,155.58,183.17,210.62,222.88,8.52,13276,4161,188,54,F,CAN,QC,Lochaber Partie Ouest,21769,5
18983,"Kieffer, Marilyn",26.82,53.72,109.15,115.15,136.75,165.5,194.5,222.95,235.38,8.98,16831,6221,459,52,F,CAN,ON,Toronto,21770,5
19001,"Hillman, Tracy L.",27.02,54.58,113.32,119.33,142.6,175.48,207.92,240.82,254.05,9.7,20809,8478,1448,45,F,CAN,ON,Komoka,21790,5
19013,"Young, Lyn V",28.78,57.58,119.18,125.5,149.15,181.67,216.13,248.78,262.27,10.02,22214,9229,366,59,F,CAN,NB,Moncton,21802,5
19014,"Robidas, Isabelle",25.73,51.65,105.08,111.17,135.18,168.18,202.83,234.08,247.62,9.45,19592,7789,207,57,F,CAN,ON,Toronto,21803,5
19019,"Peesker, Karen M.",25.92,52.72,106.97,112.85,135.22,165.7,197.55,228.73,242.37,9.25,18556,7189,1155,45,F,CAN,ON,Toronto,21808,5
19020,"Desrosiers, Helene",22.53,45.25,93.33,98.65,118.17,144.92,172.12,199.77,211.57,8.08,9793,2321,181,49,F,CAN,ON,Oakville,21809,5
19030,"Kelly, Marta",26.62,52.57,105.98,112.0,133.62,162.48,191.45,218.93,230.63,8.8,15460,5419,718,45,F,CAN,NB,Saint John,21819,5
19046,"Garcia, Beatriz E",25.73,51.8,105.87,111.63,133.25,162.3,191.88,220.87,233.9,8.93,16378,5948,859,45,F,BOL,others,La Paz,21839,5
19048,"Rock, Kelly L",27.33,54.82,111.53,117.8,142.28,177.28,217.6,257.15,274.63,10.48,24111,10253,1761,45,F,CAN,MB,Winnipeg,21841,5
19052,"Coffin, Connie F.",26.12,51.95,104.9,110.77,132.25,160.75,190.37,219.05,231.95,8.85,15824,5634,770,45,F,CAN,NB,Saint John,21847,5
19061,"Druhan, Charlene D.",24.27,48.42,98.23,103.67,123.15,148.68,174.63,200.33,211.53,8.08,9780,2314,1,60,F,CAN,NS,Antigonish,21858,5
19064,"Seidlova, Eva",26.95,53.83,108.67,114.55,136.1,164.68,194.53,222.57,235.18,8.98,16770,6189,5,65,F,SVK,others,Tlmace,21863,5
19088,"Black, Michelle M",27.85,56.43,112.82,118.83,140.5,169.48,198.78,227.02,238.9,9.12,17793,6749,1043,46,F,CAN,ON,Wilsonville,21889,5
19106,"Craddock, Michele",26.23,52.52,106.45,112.32,133.75,162.45,191.98,220.47,233.12,8.9,16119,5797,388,50,F,CAN,ON,Waterloo,21909,5
19107,"Lin-Hua, Pai",26.1,53.97,112.83,119.23,142.6,173.9,206.17,238.25,252.47,9.63,20520,8315,769,52,F,TPE,others,Taichung,21910,5
19117,"Redmond, Doreen B.",27.65,58.0,119.88,126.45,152.7,193.22,233.23,272.98,289.45,11.05,26049,11280,1896,49,F,CAN,NS,Halifax,21921,5
19120,"Tolean, Sabina S.",26.63,55.07,114.9,121.35,146.08,181.63,216.85,252.57,267.42,10.2,23047,9686,1680,48,F,CAN,BC,Surrey,21924,5
19123,"Guy, Joyce",26.63,53.4,107.33,113.15,134.72,162.75,192.4,222.23,235.03,8.97,16734,6163,898,48,F,CAN,ON,St. Catharines,21928,5
19132,"Cooper, Deanna J.",25.93,52.45,108.62,114.43,137.95,170.37,203.1,236.72,251.02,9.58,20253,8167,745,50,F,CAN,ON,Oakville,21939,5
19140,"Green, Janet E",27.05,53.42,108.67,114.92,137.93,168.7,200.23,230.43,243.93,9.32,18886,7400,39,60,F,CAN,BC,Courtenay,21948,5
19142,"Addison, Rosalyn",26.78,54.37,123.78,130.08,154.18,186.05,218.27,250.3,263.85,10.07,22471,9373,933,52,F,GBR,others,Brighton,21950,5
19145,"Trepanier, Annie",25.93,52.12,103.57,109.2,130.63,160.13,191.98,223.88,237.52,9.07,17421,6546,1000,47,F,CAN,QC,Verdun,21953,5
19158,"Cameron, Jacqueline R.",27.38,55.38,112.2,118.42,140.57,170.87,200.95,230.3,243.43,9.3,18793,7337,625,51,F,GBR,others,Brentford,21967,5
19163,"Katchmar, Doreen",26.77,54.78,112.45,118.77,141.97,174.12,210.13,248.47,265.02,10.12,22660,9473,950,51,F,CAN,AB,Calgary,21972,5
19170,"Carpinteyro, Lulu",27.28,54.6,109.23,115.1,136.0,163.78,191.73,217.65,230.28,8.78,15376,5375,708,49,F,MEX,others,"Mexico, D.f.",21979,5
19172,"Layton, Mitsy B",26.4,52.65,106.63,112.52,136.83,172.17,220.2,258.72,274.65,10.48,24113,10255,1763,47,F,CAN,ON,Scarborough,21982,5
19175,"Soberani, Erika",26.73,53.33,105.4,111.62,133.28,163.28,194.92,228.95,245.63,9.38,19239,7590,1253,47,F,MEX,others,Estado De Mexico,21985,5
19211,"Elliot, Carol E.",30.62,61.72,125.93,132.7,159.9,195.82,232.2,268.62,284.07,10.85,25364,10936,535,55,F,CAN,ON,Oakville,22029,5
19227,"Barlow, Amanda",26.35,51.98,105.07,111.27,133.75,166.72,203.1,235.33,250.67,9.57,20180,8120,735,54,F,AUS,others,Southport,22047,5
19229,"Mobarak, Rita",31.72,61.65,125.0,132.18,158.98,196.62,234.22,265.4,279.02,10.65,24668,10551,1097,50,F,CAN,ON,Hamilton,22049,5
19235,"Stibbe, Audrey",25.82,53.28,111.97,118.32,143.47,176.23,216.92,250.88,287.1,10.97,25745,11129,1165,51,F,CAN,BC,Victoria,22056,5
19241,"Prevost, Josee",27.68,56.07,113.42,119.57,143.15,174.13,206.47,237.07,250.78,9.57,20212,8141,1364,49,F,CAN,QC,Mont-St-Hilaire,22063,5
19257,"Aschwanden, Irene",27.25,54.7,112.28,118.6,143.03,174.7,207.73,239.55,254.08,9.7,20813,8480,282,57,F,CAN,BC,North Vancover,22080,5
19274,"Delgado, Denise M.",25.53,51.8,106.52,112.75,135.95,169.47,206.17,241.43,256.68,9.8,21270,8739,834,54,F,BRA,others,Belo Horizonte,22099,5
19275,"Khedheri, Aisha",27.58,55.07,110.87,116.85,139.13,169.52,201.08,231.73,245.38,9.37,19191,7559,1246,48,F,CAN,NB,Saint John,22100,5
19279,"Beaulieu, Pauline M",28.17,56.4,115.5,121.65,144.52,176.45,210.03,242.87,258.77,9.88,21658,8946,870,52,F,CAN,SK,Regina,22104,5
19295,"Condon, Barb",24.9,50.68,104.25,110.07,131.2,159.22,188.08,216.6,229.33,8.75,15100,5207,671,47,F,CAN,AB,Calgary,22120,5
19330,"Guillen-Uranga, Maria Del Pilar",27.48,55.18,112.82,119.05,142.22,175.9,213.68,260.57,276.75,10.57,24384,10403,1073,52,F,MEX,others,Mexico Df,22163,5
19334,"Smith, Sandy M",27.08,54.7,111.68,117.98,141.33,173.43,205.82,236.28,250.02,9.55,20037,8042,1349,47,F,CAN,AB,Calgary,22167,5
19340,"King, Laurel V",28.05,57.68,129.5,135.83,171.57,207.72,246.33,286.2,305.35,11.65,27688,12124,2015,46,F,CAN,ON,Ottawa,22173,5
19342,"Ingold, Karen",27.27,55.62,112.12,117.65,139.77,170.63,204.73,232.48,243.92,9.32,18883,7398,635,52,F,CAN,ON,Ajax,22175,5
19346,"Nomura, Kathleen M",26.88,53.23,106.45,112.28,133.18,161.15,189.83,218.02,230.48,8.8,15420,5396,712,49,F,CAN,BC,Burnaby,22179,5
19348,"Jamieson, Sandra L",29.2,59.0,119.37,126.05,150.92,185.97,221.67,254.72,269.32,10.28,23345,9839,1703,48,F,CAN,NS,Halifax,22182,5
19360,"Kirby, Susan J",27.45,54.8,111.2,117.45,140.77,172.42,205.05,237.92,253.97,9.7,20781,8462,1445,48,F,CAN,NS,Lr. Sackville,22199,5
19367,"Keith, Cindy",25.15,52.02,107.1,113.12,136.08,168.02,204.88,239.97,254.67,9.72,20922,8537,1463,46,F,CAN,AB,Edmonton,22206,5
19372,"Mandiola Ep. Thareau, Claire",27.22,54.1,108.97,114.97,137.35,169.02,202.38,233.73,248.87,9.5,19814,7904,10,65,F,FRA,others,Aix-En-Provence,22213,5
19373,"Narbonne, Suzette",27.9,55.98,113.15,119.27,142.95,173.77,210.22,250.52,270.58,10.33,23532,9937,1017,52,F,CAN,BC,Sechelt,22214,5
19377,"Olanski, Monica",25.53,51.37,102.72,108.37,128.58,155.63,183.85,212.7,225.3,8.6,13999,4575,518,48,F,CAN,ON,London,22219,5
19384,"Mergl, Anita K.",26.85,53.22,107.32,113.32,135.43,166.12,198.77,229.93,243.1,9.28,18713,7286,1177,49,F,CAN,AB,Edmonton,22227,5
19398,"Lawson, Lisa M",27.67,55.65,112.15,118.37,140.53,170.35,202.27,233.02,246.27,9.4,19359,7666,1265,47,F,CAN,ON,Owen Sound,22241,5
19414,"Lapointe, Josee",23.47,48.37,101.27,107.27,129.97,161.28,193.78,224.72,238.73,9.12,17753,6730,1040,47,F,CAN,QC,Sherbrooke,22260,5
19419,"De Zoete, Jane A",26.58,53.5,108.27,114.25,136.68,167.17,199.08,233.03,248.03,9.47,19652,7829,217,59,F,CAN,ON,Ancaster,22265,5
19426,"Walsh, Beverley E",26.3,52.72,107.87,114.02,137.23,168.62,202.28,235.68,250.53,9.57,20138,8096,730,52,F,CAN,PE,Charlottetown,22275,5
19428,"Mah Ming, Jinell B",28.55,57.13,115.42,122.1,145.07,177.02,210.02,241.67,255.85,9.77,21130,8657,1486,45,F,CAN,AB,Calgary,22277,5
19453,"Marmoreo, Jean E.",25.65,51.5,104.28,110.08,132.22,162.35,193.65,224.95,238.9,9.12,17798,6753,1,71,F,CAN,ON,Toronto,22304,5
19457,"Caputo, Connie E",27.25,54.53,110.17,116.25,138.58,168.18,198.78,231.83,246.32,9.4,19366,7672,1267,47,F,CAN,AB,Calgary,22308,5
19459,"Holubowich, Esther N",27.07,53.8,106.95,112.73,133.75,161.37,190.07,220.27,232.68,8.88,16030,5747,798,48,F,CAN,BC,Nanaimo,22310,5
19460,"Grillo, Giselle",24.92,50.83,104.42,110.18,133.17,162.15,194.2,225.2,238.25,9.1,17619,6660,1027,45,F,CRC,others,Tibas,22311,5
19473,"Ritchie, Jill C.",27.18,54.55,111.93,118.02,141.57,172.47,202.88,233.03,245.42,9.37,19200,7568,652,54,F,CAN,NS,Halifax,22324,5
19475,"Mathieson, Amanda J",27.37,55.17,111.32,117.38,140.45,171.22,203.47,235.65,251.05,9.58,20256,8169,1370,46,F,CAN,ON,Toronto,22326,5
19476,"Lamantia, Jennifer L.",26.47,52.8,105.83,111.62,132.88,161.97,193.47,224.68,238.82,9.12,17775,6739,531,50,F,CAN,ON,Lindsay,22327,5
19482,"Gagnon, Andree",27.73,54.92,109.05,114.93,136.15,164.15,192.27,218.8,230.68,8.8,15473,5430,723,49,F,CAN,QC,Montreal,22334,5
19487,"Miller, Sonja S.",26.2,52.23,105.93,111.7,134.62,165.65,196.28,227.63,240.85,9.2,18260,7020,1121,47,F,CAN,ON,Mississauga,22339,5
19488,"Bernatchez, Anne",27.18,54.47,110.38,116.48,138.8,169.12,199.37,227.4,239.95,9.17,18077,6906,1093,48,F,CAN,QC,Brossard,22340,5
19489,"Jutras, Nathalie",26.17,52.22,105.12,110.9,131.95,159.37,188.2,218.02,231.15,8.82,15611,5514,747,49,F,CAN,QC,Saint-Bruno-De-Montarville,22342,5
19491,"Gardiner, Karan M.",26.13,52.6,105.35,111.13,132.35,160.65,189.77,218.12,230.37,8.8,15399,5385,329,52,F,CAN,ON,St. Catharines,22344,5
19493,"Fiset, Lana",26.1,52.7,106.47,112.53,135.32,166.25,196.83,226.93,239.82,9.15,18033,6880,1085,47,F,CAN,QC,Quebec,22346,5
